userName,content,score,at,appVersion
Subur Sudrajat,puas,5,2024-01-31 16:40:08,4.81.2
Aditya Bita Prilyan,ARGO BUAT DRIVER TERNYATA MIRIS SEKALI SAYA PESAN DAN PENASARANBERAPA YG DIBAYAR GOJEK TERHADAP DRIVERTERNYATA HANYA 5 RIBUTOLONG PIHAK KANTOR GOJEK JANGAN HANYA INGIN MENERIMA UANG BANYAK TAPI DRIVER DI TINDASSAYA SEBAGAI CUSTOMER MERASA KECEWA PADAHAL DRIVER SANGAT MEMBANTU TOLONG DIKOREKSI ,1,2024-02-01 06:20:36,4.81.2
CHRISTIARA Studio,Oke,5,2024-01-31 16:41:33,4.81.2
uman arrijal,Senang,5,2024-02-01 06:18:16,4.81.2
desi ratnaningsih,Sangat membantu sekali,5,2024-01-31 17:28:34,4.81.2
Mustikasari Dwi,Cepat aman dan sopan,5,2024-02-01 05:56:08,4.81.2
maula dawilah,sudah menggunakan gojek dari tahun 2017 tahun 2024 awal tahun akun gojek saya di hackdigopay ada saldo saya ga pesen order tibaada pesan order semua saldo gopay saya lenyapsaya hubungi Cs dan email kronologi dan bukti nyajawaban nya itusaja SEDANG DITANGANI TIM KAMI kecewa saya bener kecewasaya tidak akan ridho,1,2024-02-01 05:53:55,4.81.2
Parlindungan Sinaga,Lebih di tingkat lagi,5,2024-01-31 19:18:58,4.81.2
Muhamad Randy,udah bagus sih cuman tolong dongg adain fitur buat pelajar minn untuk jarak deket harganya lebih murah gituu soalnya keberatan sy sebagai pelajar untuk harga jarak deket sekitar 15k,5,2024-02-01 00:45:20,4.81.2
rully sopian,ok,4,2024-02-01 00:46:47,4.81.2
aliska maharani,abis di updet aplikasi gak bisa di gunakan  gak jelas  lgi butuh malah gak bisa di gunakan,1,2024-02-01 00:53:14,4.81.2
Yuni Pujiati,diupdate malah makin lambat jalan sistemny,3,2024-02-01 02:23:30,4.81.2
Haryo Wibowo,Minta tolong untuk pemilihan lokasi jemputtujuan vaforit itu dipermudah ini saya ketik lokasi tujuanLokasi jemput tulisannya malah Lokasi tidak ketemu padahal Lokasi yg saya ketik tersebut merupakan Lokasi yg biasa saya inputkan tolong opsi titik jemputtujuan vaforit supaya dipermudah untuk dipilih ,2,2024-02-01 02:33:38,4.81.2
ani susilowati,tidak bisa masuk ke aplikasi,1,2024-02-01 02:38:35,4.81.2
Sundari Ndari,Kok Bis di buka,5,2024-02-01 04:41:44,4.81.2
Putra Sukasari,Jelek you,1,2024-02-01 04:37:22,4.81.2
Bowo Bolo,Isi saldo lewat tidak masukpdahal laporanya sudah masuk,1,2024-02-01 02:50:43,4.81.2
Ai Hendriani,cept tepat,5,2024-02-01 04:31:33,4.81.2
Indah Istianah,sangat puas,5,2024-02-01 04:13:47,4.81.2
Ariefyan Kosasih,Mantaptingkatkan lagi promo nya yatingkat kan promo goride nya Ini masih kurang untuk goride nyaterima kasih,5,2024-02-01 03:10:34,4.81.2
Susi Lawati,Aman bisa dipercaya,5,2024-02-01 04:09:59,4.81.2
Melcky Rei,Oke,5,2024-02-01 03:22:27,4.81.2
Feri Andreas,Bagus,5,2024-02-01 04:01:43,4.81.2
indah vellia,bagus banyak promo,5,2024-02-01 03:23:49,4.81.2
Tuwarno Nurcahyadi,Mntap naik gojek bng Lukman sukses sllu,5,2024-02-01 03:27:09,4.81.2
Nurmayanti Bahar,Dah lama pake pelayanan bagus,5,2024-02-01 03:28:10,4.81.2
echon ms,Sangat Membantu,5,2024-02-01 03:34:05,4.81.2
Heni Crismiati,ini kenapa aplikasinya ga bisa di pakai  padahal wifi atau data ada banyak tapi aplikasinya ga bisa di buka atau tulisannya no internet,1,2024-02-01 03:41:09,4.81.2
Theresia Mutiara,sgt memuaskn,5,2024-02-01 03:42:12,4.81.2
Jaja setiapraja,gopaylater gak bisa dipake ga ada keterangannya juga Unninstal sajalaah,1,2024-02-01 02:31:15,4.81.2
Ratna Kyona,Senang dong apalagi klo diskon2nya dan drivernya sopan2 pertahankan pelayanannya dan tingkatkan agar lebih baik lagi Mksih dan sukses terus,5,2024-02-01 02:15:48,4.81.2
Nur Laeliah,sangat membantu,5,2024-02-01 00:58:34,4.81.2
zoel,sejauh ini sll menyenangkan,5,2024-02-01 02:15:32,4.81.2
eko tri,Good fitur,5,2024-02-01 00:59:53,4.81.2
arialis Toyota,Mantap,5,2024-02-01 01:01:22,4.81.2
Nath LeaVdy,Mantap,5,2024-02-01 05:04:16,4.81.2
Jonanda Agung,APLIKASI GAJELAS BELI TOKEN LISTRIK LAMA CUSTOMER SERVICE GAMAU BANTU,1,2024-01-22 08:44:19,4.81.2
abdulrahman rahman,kaga usah nawarin klau janji aja bikin emosi,1,2024-02-01 01:08:58,4.81.2
Ayu Dewi,Bagus,5,2024-02-01 01:24:02,4.81.2
The Lifestyle of Happiness,Mantap Perbanyak Promonya lagi Yach,5,2024-02-01 05:02:36,4.81.2
Asta Indra,                                                ,3,2024-02-01 01:27:48,4.81.2
Hidayat Syamsul,Mantap jaya,5,2024-02-01 01:33:06,4.81.2
Gaprastio Plus 57,Aplikasi go patner ko jadi susah buat beli kuota swadaya  Kenapa jadi muter muter sih Ngapain ada dompet gopay kalo ga bisa buat bayar Silit kopet lahaturan udah gampang jadi di persulit,1,2024-02-01 01:39:51,4.81.2
Oktoviani Felia Lende,Mantap,5,2024-02-01 01:45:14,4.81.2
Mardiana Samad,Mantap,5,2024-02-01 01:45:28,4.81.2
Pur wati,Pelayanannya memuaskan dan kurir yang nganter juga baik2 cepet diantar Puas deh pokoknya,5,2024-02-01 04:50:23,4.81.2
salam mergoriko,Sesuai estimasi waktu,5,2024-02-01 04:44:15,4.81.2
VIT Marketing,Update Mulu baru 2minggu pke,3,2024-02-01 01:57:00,4.81.2
Achmad Zahroni,Praktis cepat murah dan keren n,5,2024-02-01 04:41:52,4.81.2
hanky susanto,sudah kembali normal makasih tokped dan gojek,5,2024-02-01 02:09:21,4.81.2
Bastian Alita,Wow,5,2024-01-31 15:30:28,4.81.2
gendut gajah,bagus,5,2024-02-01 06:48:30,4.81.2
Suhada Hada,Sangat cocok,5,2024-01-22 11:35:49,4.81.2
Setiawan So,Sangat membantu kebutuhan dan perjalanan,5,2024-01-31 11:25:20,4.81.2
Ningrum 36,Goood,5,2024-01-31 10:44:23,4.81.2
Bastian Jouse,gagal transaksi terus aneh,2,2024-01-31 11:05:39,4.81.2
Adi Adi,Mantap,5,2024-02-01 10:28:03,4.81.2
Muhammad Marsa,Banyak promo sama diskon,5,2024-02-01 10:26:30,4.81.2
Tri Crownparking,setelah di up date mlah tdk bisa di buka gimana ini,1,2024-01-31 11:16:50,4.81.2
Giyanto Giyanto,Sangat membantu sekali,5,2024-01-31 11:21:18,4.81.2
Annisah Mawadda,Sangat baguss,5,2024-01-31 11:21:36,4.81.2
Jiyanto “Yo”,mantap bos nyaman makasih pak,5,2024-02-01 10:24:05,4.81.2
Putra Wiguna,QR CODE BUAT KRL SERING ERROR,1,2024-01-31 11:31:33,4.81.2
Iman Junaedi,Tambah kesinih tambah lemot,1,2024-02-01 06:49:22,4.81.2
Breville Pondok indah,Mantap,5,2024-01-31 11:37:38,4.81.2
Petronela Heni,Aplikasi mantap,5,2024-02-01 10:05:44,4.81.2
kelon lon,Goride gofood belum ada di sini min  apa cuma di kota yg berlaku  vouchernya gk kepakai dong ,3,2024-01-31 11:40:18,4.81.2
Casia Maya Tri Reski,Pelit promo ongkir jg kemahalan untuk satu tempat ke satu tempat yang jaraknya itu ga nyampe 5 KM,2,2024-02-01 10:03:02,4.81.2
Shofia Arviana,Makasih gojek aku jadi ketinggalan kereta gara gara 2 jam ga dapet dapet driver  gatau mau nyalahin siapa,1,2024-01-31 11:44:17,4.81.2
syaiful bani,Hahahaahahahaahah,5,2024-02-01 10:02:14,4.81.2
Hamka Com,Ganti gmail kok tidak bisa aneh mohon di perbaiki,1,2024-02-01 09:49:09,4.81.2
H Hanipah,pokoknya de best  alhamdulillah banyak ngebantu saat dibutuhkan  ,5,2024-01-31 12:08:00,4.81.2
Arya anwar Mohammad,megojek,5,2024-01-31 10:43:04,4.81.2
Luxzyn Gaming,Habis update biaya penanganan dan pengiriman di gofood sampe 20rb lebih Ngga habis pikir sih makin kesini makin ngelunjak  ga masalah selama rasa makanan worth it tpi kalo ga banget kan gmn yah,1,2024-01-31 10:27:20,4.81.2
Bangjulian Hadi,Buruk sekali,1,2024-01-22 10:58:51,4.81.2
Elsa Dwi,Fitur promonya tidak ada padahal udah berkali nyoba instal terus tetep aja gaada,3,2024-02-01 10:31:55,4.81.2
yoga Rochanto,Kapok pakai gopay later bayar aja susah ini gojek mau nyari cuan dari denda atau gmn Pas bayar gag ada koneksi internet padahal lancar Aplikasi gila saya gag akan pakai gojek lagi,1,2024-01-31 08:52:05,4.81.2
yiyus 998,nice,5,2024-01-31 08:53:55,4.81.2
UWOE•ID •,Bagus,5,2024-02-01 11:01:22,4.81.2
winola kurniawan,nice,5,2024-01-31 08:56:06,4.81.2
Dewi Elwin,Mantap,5,2024-01-31 09:02:12,4.81.2
Achmad Surya,Sangat membantu kami,5,2024-01-31 09:04:16,4.81.2
Feren,Makin hari makin mahal,1,2024-01-31 09:13:23,4.81.2
Andiha,Bagus,5,2024-01-31 09:17:37,4.81.2
Sukma Linda,Makasih atas pelyananya,5,2024-01-31 09:40:08,4.81.2
Elis Sukmawati,Aplikasi yang paling toooooooopterimakasih gojek yng telah ngasih dana di paylaterbisa terbantu ketika sedang ada keperluan mendadaksya semakin cinta gojek,5,2024-01-31 09:42:33,4.81.2
mamluatun nikmah,Alhamdulillah perjalanan dilancarkan dengan GoCar Sat set sat set bs sampai tujuan dengan tepat waktu dan mobilnya selalu bersih drivernya juga ramah,5,2024-01-31 09:42:46,4.81.2
Jasmin With an e,Baik,5,2024-02-01 10:47:21,4.81.2
Hardi Daulay,Ok,5,2024-01-31 09:53:12,4.81.2
sbastian ghabel,ok sip,3,2024-01-22 11:05:23,4.81.2
Titiannesia Agustie,Gofood terlalu lama dapat driver Makanan 1jam lebih baru sampai,3,2024-02-01 10:43:49,4.81.2
Mochammad Syarief Hidayat,Menyenangkan,5,2024-02-01 10:33:10,4.81.2
Achmad Rifai,Sangat membantu,5,2024-01-31 10:24:16,4.81.2
sukmawati Amando,Kalo bisa diskonnya lebih banyak lagi ya ,5,2024-02-01 09:47:16,4.81.2
Doni Fahmi,baik,5,2024-01-31 12:12:19,4.81.2
Jay Android,Mudah cepat aman mantap,5,2024-01-31 12:13:12,4.81.2
Budi Susanto,Sangat membantu,5,2024-01-31 13:48:42,4.81.2
Beni Beni,Sangat puas,5,2024-02-01 08:46:24,4.81.2
07 - X8 - Callystha Aysel Aulia,apk nya bagus tapi ada iklan yang tibatiba suka muncul ga jelas di layar hp ganggu aja,3,2024-01-31 13:53:37,4.81.2
Feronika Andari,Terimakasih sudah banyak membantu,5,2024-01-31 14:06:08,4.81.2
farjan nurhakim,Mantab,5,2024-01-31 14:08:37,4.81.2
Yunus Pranoto,App erorr top up gopay 3kali yang 1 berhasil yang 2pending ampek sekarang belum diproses,1,2024-02-01 08:45:33,4.81.2
Widya Ratnabila,Baikk,4,2024-01-31 14:18:16,4.81.2
Putra Baho,VERY GOOD,5,2024-02-01 08:29:26,4.81.2
Okta Bagaskara,Di update bukannya makin bagus malah bobrok mau mesen aplikasi loading lama banget kaya ga ada sinyal padahal notif notif masih masuk pas lagi loading,1,2024-02-01 08:24:53,4.81.2
aris subijanto,rescep,5,2024-02-01 08:19:25,4.81.2
Iwan Setiawan,Bagus,4,2024-02-01 08:03:47,4.81.2
Yunis Dwi,Bagus aplikasinya sangan membantu Terimakasih,5,2024-02-01 07:44:45,4.81.2
Nesty Anggraeny,Enak banget pakai gojek tinggal klik klik,5,2024-01-31 14:42:07,4.81.2
Tazmah Yasmine,Gimana sihh aplikasi nya msa iya sya hrs download ulang lgi padahal sya dh gnti akun tpi ttp ajhh hrs di ulang lgi msuk nya,3,2024-02-01 07:43:10,4.81.2
Jeni Pragawidjaja,ga ad no yg bs dihubungi pesen gofood ada kurang lama bgt hrs lewat laporan dll parah sih servicenya,1,2024-01-31 14:46:58,4.81.2
Riani Lestari putri,sangat terbantu,5,2024-02-01 07:41:21,4.81.2
Dolfince Basauli Antoh,Aplikasi ojek online paling bagus bnyk promonya jga khususnya promo makanan,5,2024-02-01 07:34:47,4.81.2
Fatir X IPS 3_05,Kalo ngasih ongkir go food ngotak,1,2024-01-31 14:59:33,4.81.2
Kartika Shinta,Dari thn 2019 sy pke gopay pas ada gopaylater limit besar ehh tapi ga bisa di gunakan Mengecewakan sekali Tim audit nya ga beres Akun saya di blokir secara sepihak Udah ga mau pake lagi Mending di hapus aja,1,2024-01-31 13:48:47,4.81.2
Cikal Gunawisesa,Mantappp jadi mudah apapun itu,5,2024-02-01 08:48:01,4.81.2
Sri Rahmawati,Tolong dong buat pihak GoJek mohon di benerin maps nya dan fitur chat nya,5,2024-01-31 12:13:51,4.81.2
peter Liu,mantap bertangung jawab,5,2024-01-31 13:45:43,4.81.2
"6_ Abdul Aziz, SHI",Saya hanya pakai gojek,5,2024-01-31 12:14:15,4.81.2
Fransiska Yohani,setelah di update ke versi terbaru malah ini aplikasi tidak bisa di pergunakan lagi,1,2024-01-31 12:15:47,4.81.2
Aguan Hong,Aplikasi jelek cuma bisa di pickup tapi driver gk ada balasan dan malah di biarin  hrusnya di acc driver gk berguna klo cuma di pickup tpi di biarkan sistem udah gk beres tapi gk ada perbaikannya udah dr kemarin pesanan gk beres2,5,2024-01-31 12:26:43,4.81.2
Adrian Daniel Saputra,Nice,5,2024-01-31 12:43:24,4.81.2
Hilyatutdiniyah Ilham,Sangat membantu,5,2024-01-31 12:46:05,4.81.2
Eva Lusiana,Selalu puas sama pelayanan gojek,5,2024-02-01 09:32:24,4.81.2
Rudy Doank,Pelayanan yg bak  adalah bisnis yg baik ,4,2024-01-31 12:46:28,4.81.2
Ika Nitizsa,Dari tunai ganti ke gopay eh malah kena biaya aplikasi yang seharusnya Rp 11500 jadi Rp 16000 bukan masalah nominal cuman engga ada pemberitahuan pas ada penambahan biaya Tiba tiba langsung ke potong dan pas dicek diakhir baru ketahuan ada biaya tambahan Kecewa si udah setia pake gojek tapi malah kayak gitu,2,2024-01-31 12:51:04,4.81.2
Ratno Renaldi,Kalau ada bintang 0 saya kasih 0 Itu sudah sangat pantas Aplikasi busuk Aplikasi gak guna saya kasih bintang 3 jika nanti masih tetap gak bisa ngajuin auto uninstall aplikasi jika saya di kasih kesempatan bintang full 5,3,2024-02-01 09:26:04,4.81.2
Yeni Avriani,Mantap,5,2024-01-31 12:52:30,4.81.2
Nawa Kawol,keren,5,2024-01-31 12:55:05,4.81.2
Wildawaty Hasan,Mantap,5,2024-01-31 12:59:14,4.81.2
Aria,Good bgt,5,2024-01-31 13:05:50,4.81.2
Novita Sari,susah dapat driver padahal driver banyak bad,1,2024-02-01 09:09:24,4.81.2
Irna Msi,Selama ini puas pake gojek,5,2024-02-01 08:56:10,4.81.2
bayu noviando,Masih milih2 kepencet gak sengaja go food belum sempat masukin diskon gak bisa di revisi lagi dalam hitungan seper sekian detik Tiba2 jadi pengiriman bayar cash Padahal lg gak pegang cash kasih waktu dong untuk revisi misal 1 menit sejak order Kan driver jg belum dpt Kapokk nasi goreng harga 24rb jadi 30rb beli 2 lg kena,1,2024-01-31 13:32:49,4.81.2
jimar Wowor,Sangat membantu kegiatan dan kebutuhan dalam kehidupan tiap hari,5,2024-01-31 13:42:04,4.81.2
Ibnu Aziz,Sangat membantu sekali,4,2024-01-30 14:55:02,4.81.2
Tedi Hendayana,Memudahkan,5,2024-01-30 22:08:34,4.81.2
Lisman Toni,mantap akurat,5,2024-02-01 15:17:26,4.81.2
MOCHAMAD ABRAHAM Johansah,Sangat berguna untuk hal2 yg mendesak,5,2024-01-30 02:02:44,4.81.2
Numan Muhammad,Joss jasa pelayanan nyasangat membantu terimakasih,5,2024-02-02 05:17:50,4.81.2
Herbudi Wijayanto,Setelah update malah lemot banget,1,2024-01-30 02:11:19,4.81.2
Naysyila Syaahkira,Mantab,5,2024-01-30 02:12:02,4.81.2
Lina Marlina,Dg tujuan yang sama Jarak kok beda ya dg apk sebelah,2,2024-01-30 02:24:43,4.81.2
Hujan Pemimpi,Tolong perbaiki sistem login nya yah soal nya saya sinyal bagus kok di bilang sinyal kurang bagus alhasil gak bisa masuk harus nunggu 15 menit buat login lagi padahal pake browsing  stream youtube lancar Udah versi terbaru tapi tetep gak bisa klo udah di benerin nanti saya kasih bintang 5 lagi,1,2024-01-30 02:26:04,4.81.2
Verri Katili,Good,5,2024-01-30 02:26:12,4.81.2
Hd Boy,Sangat membantu,5,2024-02-02 05:13:09,4.81.2
alya aulia,Pasang untuk ke dua kalinya Aplikasi aku yg di pakai sdh lama tdk bisa kebuka,1,2024-01-30 02:40:37,4.81.2
Sastria barber,joss wlw mahalan,5,2024-01-30 02:46:32,4.81.2
Rahman Agussalim,good,5,2024-01-30 02:49:53,4.81.2
Depa Lanjung,Sangat membantuuuu sekali,5,2024-01-30 02:50:41,4.81.2
Yos Es,Lebih lancar dipembayaran pln pgn kartu halo semoga semakin berkembang pembayaran yang lain tidak hanya tokopedia tapi juga yang lainya,5,2024-01-30 02:59:35,4.81.2
Utin Cempluk,Good,5,2024-01-30 03:10:29,4.81.2
MEO'NG congkok,Transaksi tolong di perbaiki lagi pas tahap akhir byr selalu gagal dicoba brpa kali ttp g bisa,2,2024-01-30 03:28:28,4.81.2
MHANY CHANNEL,sangat membantu saya,5,2024-01-30 03:36:11,4.81.2
Panji Asmara,Gopay paylaternya kek pemerasan telat sehari 50rb dendanya Padahal utang cuma 100rb lewat sehari denda 50rb Jangan pake gopaypay laternya boss Bahaya,1,2024-02-02 04:49:32,4.81.2
Fatma Fatdiyan,Pertolongan disaat tidak ada yg menolong hahahah,5,2024-02-02 05:20:31,4.81.2
Ari Suciani,Gojek sekarang jelek Kalo order dapet drivernya jauh banget gk yang terdekat jadi bikin lama Kasian drivernya juga kasian customer nya nunggu lama Kesel bgt sih sekarang sama gojek Sistemnya jadi jelek,2,2024-01-30 01:55:22,4.81.2
Tini Rukmini,sangat bagus,5,2024-01-30 07:05:24,4.81.2
Cua de Fretes,Di saat penting dengan keadaan hujan gocar tidak bisa menjadi solusi 10 kali pesan 5 dibatalkan sisanya 2 jam menunggu aplikasi muter Ketika dapat driver langsung dibatalkan oleh drivernya Miris sekali Padahal setiap pembatalan harga melonjak naik,2,2024-01-30 01:53:28,4.81.2
Jery Sentana Bangun,Gopay Latermu BRENGSEK lupa 1 hari aja udah denda 50k padahal cuma belanja 100k Pantas digeser Grab sekarang Apa belum balmod si Mendikbud,1,2024-02-02 06:31:13,4.81.2
Cak Aunur WISMA ATLET Waktu itu,SENENG ADA GOJEK  GoCar,5,2024-02-02 06:29:16,4.81.2
Erni Nurpitasari,Jelek,5,2024-02-02 06:14:46,4.81.2
afit aja,Good Aplikasion,5,2024-01-30 00:26:57,4.81.2
Sucisuci Hassanudin,Perbanyak lg promo voucher nya,5,2024-02-02 05:56:03,4.81.2
GUNARDI 2018,ok,5,2024-01-23 00:32:54,4.81.2
Roni Maloto,Terima kasih Saya langganan pakai aplikasi ini,5,2024-01-30 01:00:23,4.81.2
Ariep Sz,Mahal mending pake maxim,1,2024-02-02 05:55:28,4.81.2
Virdi Antoro,Tiba2 gopaylater di blokir padahal tidak pernah telat bayar dan sampai skrng tagihan sudah lunas semua,1,2024-01-22 01:55:21,4.81.2
radian khan, Ulasan terbaru   maaf yah  Saya kecewa dgn aplikasi ini begitu setia nya saya beberapa tahun ini tidak ada pertimbangan nya dgn kesetiaan saya  email ga di bls  ga ada respon  saya mengajukan permohonan  sudah saya kecewa sekali gopaylater juga di blokir ya Allah  ulasan lama  Makin mantap kelengkapan nya  Transfortasi  makanan  pembayaran all  transf  pinjaman  Semuanya gampang dalam satu aplikasi  Alhamdulillah saya sudah dalam katagori  JURAGAN ,5,2024-01-30 01:07:22,4.81.2
doni gantara,Wsw si urqyws,4,2024-02-02 05:50:41,4.81.2
TNS Official,Aplikasi aneh tibatiba dari saldo gopay ke saldo tabungan di refund oleh pihak gopay dan saldo ga bisa di pakai,1,2024-01-23 00:09:30,4.81.2
dessy natalia,Memberikan opsional gopay later pembayaran selalu tepat waktu waktu dihandle findaya aman2 aja setelah dipegang MAB malah sering di blokir tanpa alasan yg jelasbaru dibuka blokir pagi sore sudah diblokir lagi entah apa alasannya ditanya melalui email jawabannya selalu templatelimit masih sangat aman utk digunakan kalo emg gak niat kasih paylater gausah dikasih limit mendingan Tutup aja tuh fasilitas paylater Aneh,1,2024-02-02 05:44:06,4.81.2
Sahri Marfida,terima kasih sangat membantu,5,2024-01-30 01:35:25,4.81.2
Hakim Scarlet,lemot,1,2024-02-02 05:22:45,4.81.2
Yudi Arsana,Buat aplikasi gojek terimakasih atas fiturnya yg mudah di mengerti dan buat saya gampang untuk transaksi,5,2024-01-30 01:37:09,4.81.2
Nanang Hariono,Bagus Kadang cancel gk konfimasi,5,2024-02-02 04:47:15,4.81.2
Risyat sineri,Membantu sekali,5,2024-02-02 04:43:15,4.81.2
rychard Choten 27,Sangat bermanfaat,5,2024-01-30 04:04:11,4.81.2
Fatimah Salsa,Ok,5,2024-01-30 04:07:44,4.81.2
Anggarawan Fiandinata,Edan Telat sehari gopaylater Denda 50rb Di ingetin jg gak kdg kita lupa,1,2024-02-02 03:26:05,4.81.2
wahdan maulana,Ga inget punya tagihan gopay later 20K doang terlambat 1 hari doang denda 50K Ga punya pikiran banget yg buat kebijakan Harusnya denda kan beberapa persen dari total pinjaman ini pinjem 20K denda 50K,1,2024-02-02 03:19:58,4.81.2
Dayat Suga,Makin lama makin ribet fasilitasnya bmyak yg berubah,1,2024-01-30 05:47:10,4.81.2
Muhammad Aditiawarman,Pada umumnya pengemudi baikan sopan,5,2024-01-30 05:57:24,4.81.2
Budi Santoso,Program tidak seseru kompetitor,5,2024-01-30 05:58:05,4.81.2
Bang Idut,gojek semakin mantap,5,2024-01-30 05:59:41,4.81.2
Johan Safari,aplikasi sering error Mohon diperbaiki yah,4,2024-01-30 06:00:36,4.81.2
Yushup Maulana,Ok,5,2024-01-30 06:16:56,4.81.2
Agussalim Damaik,Perjalanan anda jadi mudah bersama Gojek,5,2024-01-30 06:21:57,4.81.2
Bams Budy,super,5,2024-01-30 06:23:50,4.81.2
Tobat No maksiat,Aplikasi Zionis mang Sadis Uninstal aj cari yg lain  Drivernya pd SONGONG suka cari gara gara SM orang,1,2024-01-22 22:36:36,4.81.2
Muhammad Keanu,Baguss,5,2024-01-30 06:33:09,4.81.2
DEDY KURNIAWAN,Mantap sangat terbantu dng aplikasi ini,5,2024-01-30 06:42:48,4.81.2
Frioka Putra,Bagus,5,2024-02-02 02:56:12,4.81.2
Wiwin Astrid,promonya sepi,4,2024-02-02 02:40:41,4.81.2
Deta Hidayat,Good,5,2024-01-30 06:51:49,4.81.2
Neni Herliani,Syip,5,2024-01-30 06:53:48,4.81.2
Iyan Aja,Layanan cs gak lengkap,1,2024-02-02 03:30:10,4.81.2
Tjipto Wijono,Maaf sy jarang pergi krn lagi bokek ngandalin Gokar driver akunnya juga Ga jadi ngejob oflenpun Sepi pol krn Bospada Aneh Cari yg Termurah dr yg murah,4,2024-02-02 03:30:50,4.81.2
Nopan Aryan khan,Sangat membantu,5,2024-01-30 05:35:58,4.81.2
Ishendri Zaitun,Semua tanpa rasa khawatir Terimakasih,5,2024-02-02 04:38:41,4.81.2
Rufing Sulistia,Banyak promonya,5,2024-01-30 04:08:32,4.81.2
Anadya Permatasari,Ini gimana ya pesen gosend ga dapet2 Biasanya cepet bgt lgsg dapet,1,2024-01-30 04:21:37,4.81.2
Alwi Lubis,Good attitude,5,2024-01-30 04:35:25,4.81.2
Stipe Muye,Mantap,5,2024-01-21 20:05:53,4.81.2
irmalina pratiwi,Kenapa gopaylater saya di blokir,1,2024-01-30 04:54:24,4.81.2
Siti Nuraeni,Sangat mudah dan mebantu,5,2024-01-30 04:58:13,4.81.2
Hima JnA,Kerennmakin mudah sering2 ada promo ya min,5,2024-01-30 04:58:42,4.81.2
Lhia Agustina,Pelayanannya cepat,5,2024-01-30 05:08:19,4.81.2
Beni Bastian,Salah posisilokasi saya discount ga terpampang jelas jadi kelewat,4,2024-01-30 05:32:54,4.81.2
Adita puji astuti,Bagus dan ramah,5,2024-01-30 05:10:18,4.81.2
Erik Hardiana,Fungsionalitas ketika bepergian bersama keluarga,5,2024-02-02 04:15:58,4.81.2
Hartini Valen,Aplikasi iki keren abis pokoknya,5,2024-02-02 04:02:34,4.81.2
Muhammad zidan Habib,Oke lah cukup,4,2024-01-30 05:14:33,4.81.2
Simon Vitral Aritonang,Sangat bagus sekali aplikasi,5,2024-02-02 04:02:31,4.81.2
Melyana Nana,Selalu puas menggunakan aplikasi ini sangat membantu sukses selalu gojek,5,2024-02-02 03:40:28,4.81.2
Andik Saputro,Rute yang dilalui untuk pengantaran tidak ada jalanbuntu,1,2024-02-02 03:32:47,4.81.2
yoyo mardianto,Mantap,5,2024-02-02 06:35:23,4.81.2
Ujang Sujana,Penjemputan tidak lama,5,2024-02-02 06:38:04,4.81.2
Krupok pedis,Makin kesini makin ribet ya mau hub cs aja ribet menunya mutermuter terus,2,2024-02-02 06:42:49,4.81.2
Rdjarawoli 1996,Bagus,4,2024-02-02 07:56:10,4.81.2
Doddy Herpin,Ok tambah sukses,5,2024-01-23 03:59:48,4.81.2
Andika Maenakhy,Okok,5,2024-01-29 14:18:46,4.81.2
irmaliani sari,ok,5,2024-02-02 08:39:25,4.81.2
Muhammad Ikhlas,Tolong percepat pengembalian dana saya saya sangat butuh duit itu untuk beli obat untuk adek saya yg sedang sakit parah,4,2024-01-29 14:19:16,4.81.2
Hartadi pj,ok,5,2024-01-29 14:22:35,4.81.2
Thomas Hardy,very satisfying application I am not a native Indonesian I come from Germany where I live there is no service as good as this Hopefully this application can be even greater,5,2024-01-29 14:42:27,4.81.2
Danu Zain,Good,5,2024-01-29 14:45:37,4.81.2
ihsan Amanah,Good,5,2024-01-29 14:47:09,4.81.2
igone ji official,DENDANYA KETERLALUAN TELAT SEHARI 50RB LEBIH KEJAM DARI PINJOL,1,2024-02-02 08:35:35,4.81.2
Yanti Atha,Gojek payah,1,2024-02-02 08:29:32,4.81.2
Aji Riansyah,Semakin update semakin mahal ongkos kirim tidak masuk akal,1,2024-02-02 08:28:05,4.81.2
Iwan Vesva,Gopaylater tidak bisa digunakan jdi males naik gojek lgi achhh,1,2024-01-23 03:36:00,4.81.2
Quin Lola,kenapa sudah versi terbaru sinyal dan mash banyk iklan ya wah parah sekarng,1,2024-02-02 08:27:47,4.81.2
Fauzan Erizal,Permudah urusan dan pesanan,5,2024-01-29 15:03:11,4.81.2
Mia Deprisa,Sangat membantu,5,2024-01-29 15:06:39,4.81.2
D & Z,Jangan download jelek bgt pelayanan y,1,2024-02-02 08:16:03,4.81.2
Dodo -,Sangat terbantu terimakasih ,4,2024-01-29 15:16:31,4.81.2
Dyah astrie Deasy maharani,Saya ingin menghubungi cs bagaimaa caranya,5,2024-01-29 14:14:24,4.81.2
meliana mokoginta,Semuanya dibuat mudah,5,2024-02-02 08:40:56,4.81.2
Agus Wirawan,Nothings compare,5,2024-02-02 08:43:36,4.81.2
Nyoman Sutawan,Gojek terbaik,5,2024-01-29 13:15:57,4.81.2
Amirudin Amirudin,GoJek mempermudah transportasi dan mampu meningkatkan perekonomian keluarga,5,2024-01-23 04:24:14,4.81.2
