university,tiktok_account,followers,video_caption,likes,video_comments_count,shares,upload_date,comment_text
Universitas Gadjah Mada,@ugm.id,626200,"Jadi ini ya starter pack UTS mahasiswa UGM? Kira-kira kalau starter pack Kawan UGM?

Semangat menjalani ibadah UTS, Kawan UGM!🤩💙 #ugm",672,24,27,2025-10-06,kak mo nanya kalau kuliah kaya gini tuh berapa tahun? aku gak tau maaf yaaaa😁
Universitas Gadjah Mada,@ugm.id,626200,"Jadi ini ya starter pack UTS mahasiswa UGM? Kira-kira kalau starter pack Kawan UGM?

Semangat menjalani ibadah UTS, Kawan UGM!🤩💙 #ugm",672,24,27,2025-10-06,ugm tunggu akuu 2028
Universitas Gadjah Mada,@ugm.id,626200,"Jadi ini ya starter pack UTS mahasiswa UGM? Kira-kira kalau starter pack Kawan UGM?

Semangat menjalani ibadah UTS, Kawan UGM!🤩💙 #ugm",672,24,27,2025-10-06,tunggu aku ya ugm
Universitas Gadjah Mada,@ugm.id,626200,"Jadi ini ya starter pack UTS mahasiswa UGM? Kira-kira kalau starter pack Kawan UGM?

Semangat menjalani ibadah UTS, Kawan UGM!🤩💙 #ugm",672,24,27,2025-10-06,ugm tunggu akuu 2030
Universitas Gadjah Mada,@ugm.id,626200,"Lagi cari tempat healing yang ada ilmunya? 😆
Main ke Museum UGM aja~
Lagi ada pameran seru lho!
Yuk mampir sebelum kelamaan ✨ #ugm",907,30,57,2025-10-05,pertama dapet apa minnnn😻
Universitas Gadjah Mada,@ugm.id,626200,"Lagi cari tempat healing yang ada ilmunya? 😆
Main ke Museum UGM aja~
Lagi ada pameran seru lho!
Yuk mampir sebelum kelamaan ✨ #ugm",907,30,57,2025-10-05,gercep min
Universitas Gadjah Mada,@ugm.id,626200,"Lagi cari tempat healing yang ada ilmunya? 😆
Main ke Museum UGM aja~
Lagi ada pameran seru lho!
Yuk mampir sebelum kelamaan ✨ #ugm",907,30,57,2025-10-05,UGM tunggu aku yaa
Universitas Gadjah Mada,@ugm.id,626200,"Lagi cari tempat healing yang ada ilmunya? 😆
Main ke Museum UGM aja~
Lagi ada pameran seru lho!
Yuk mampir sebelum kelamaan ✨ #ugm",907,30,57,2025-10-05,"UGM ( UNIVERSITAS GABUNGAN MULYONO )
😂😂😂😂😂😂😂"
Universitas Gadjah Mada,@ugm.id,626200,"Lagi cari tempat healing yang ada ilmunya? 😆
Main ke Museum UGM aja~
Lagi ada pameran seru lho!
Yuk mampir sebelum kelamaan ✨ #ugm",907,30,57,2025-10-05,Masih pengen Arkeologi nya min 😔 tapi udh keterima Gizi 💔 di univ lain
Universitas Gadjah Mada,@ugm.id,626200,Wah cantiknya blooming season di Wisdom Park🥹 Kawan UGM ada yang sudah mengunjungi bunga-bunga di Wisdom Park? #SudutUGM,18200,191,1525,2025-10-04,MIN ADAIN UGM JALUR KASIAN
Universitas Gadjah Mada,@ugm.id,626200,Wah cantiknya blooming season di Wisdom Park🥹 Kawan UGM ada yang sudah mengunjungi bunga-bunga di Wisdom Park? #SudutUGM,18200,191,1525,2025-10-04,"Bismillah mohon doanya ya, semoga di bulan Februari nanti bisa lanjut studi S2 dengan beasiswa, Aamiin 🤲🏻🤍"
Universitas Gadjah Mada,@ugm.id,626200,Wah cantiknya blooming season di Wisdom Park🥹 Kawan UGM ada yang sudah mengunjungi bunga-bunga di Wisdom Park? #SudutUGM,18200,191,1525,2025-10-04,"UGMMM, TUNGGU AKU...🤍"
Universitas Gadjah Mada,@ugm.id,626200,Wah cantiknya blooming season di Wisdom Park🥹 Kawan UGM ada yang sudah mengunjungi bunga-bunga di Wisdom Park? #SudutUGM,18200,191,1525,2025-10-04,"MINN TUNGGU AKU DISANAAA, UGM I LOVE YOUU"
Universitas Gadjah Mada,@ugm.id,626200,Wah cantiknya blooming season di Wisdom Park🥹 Kawan UGM ada yang sudah mengunjungi bunga-bunga di Wisdom Park? #SudutUGM,18200,191,1525,2025-10-04,aku masih mencintaimu sampai detik ini tunggu aku yaa? ~♥UGM~
Universitas Gadjah Mada,@ugm.id,626200,"Wah ternyata UGM punya motif batiknya sendiri loh?!🤩✨ Selamat memperingati Hari Batik Nasional, Kawan UGM! #ugm",8467,81,228,2025-10-03,calonn mahasiswi ugm nihh🤭
Universitas Gadjah Mada,@ugm.id,626200,"Wah ternyata UGM punya motif batiknya sendiri loh?!🤩✨ Selamat memperingati Hari Batik Nasional, Kawan UGM! #ugm",8467,81,228,2025-10-03,UGM TUNGGUUUUUU AKUUUUUU YAAAAAA
Universitas Gadjah Mada,@ugm.id,626200,"Wah ternyata UGM punya motif batiknya sendiri loh?!🤩✨ Selamat memperingati Hari Batik Nasional, Kawan UGM! #ugm",8467,81,228,2025-10-03,UGM TUNGGU AKU YAA✨✨🤍🫶
Universitas Gadjah Mada,@ugm.id,626200,"Wah ternyata UGM punya motif batiknya sendiri loh?!🤩✨ Selamat memperingati Hari Batik Nasional, Kawan UGM! #ugm",8467,81,228,2025-10-03,"ugm tunggu akuuuu😻🫶🏻
"
Universitas Gadjah Mada,@ugm.id,626200,"Wah ternyata UGM punya motif batiknya sendiri loh?!🤩✨ Selamat memperingati Hari Batik Nasional, Kawan UGM! #ugm",8467,81,228,2025-10-03,ugm itu di mana ya kak? aku soalnya masih di yogyakarta
Universitas Gadjah Mada,@ugm.id,626200,"Jangan sampai bikin ngambek ya, Kawan UGM!😤 Yuk, kita jaga kebersihan kampus tercinta🫰🏻#ugm #ugmjogja",214,10,11,2025-10-01,"𝐅𝐀𝐊𝐔𝐋𝐓𝐀𝐒 𝐊𝐄𝐃𝐎𝐊𝐓𝐄𝐑𝐀𝐍 𝐓𝐔𝐍𝐆𝐆𝐔 𝐀𝐊𝐔𝐔𝐔💗
"
Universitas Gadjah Mada,@ugm.id,626200,"Jangan sampai bikin ngambek ya, Kawan UGM!😤 Yuk, kita jaga kebersihan kampus tercinta🫰🏻#ugm #ugmjogja",214,10,11,2025-10-01,"aku mau ke UGM tapi gimana lagi, aku ga boleh keluar dari Jawa Barat sama keluarga😔

"
Universitas Gadjah Mada,@ugm.id,626200,"Jangan sampai bikin ngambek ya, Kawan UGM!😤 Yuk, kita jaga kebersihan kampus tercinta🫰🏻#ugm #ugmjogja",214,10,11,2025-10-01,UGM mengikuti anda ( misalnya)
Universitas Gadjah Mada,@ugm.id,626200,"Jangan sampai bikin ngambek ya, Kawan UGM!😤 Yuk, kita jaga kebersihan kampus tercinta🫰🏻#ugm #ugmjogja",214,10,11,2025-10-01,absennn sebelum ribuann😊
Universitas Gadjah Mada,@ugm.id,626200,"Jangan sampai bikin ngambek ya, Kawan UGM!😤 Yuk, kita jaga kebersihan kampus tercinta🫰🏻#ugm #ugmjogja",214,10,11,2025-10-01,smoga bisa ke ugm aminnn
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI! 👋🏻, Kamu ingin memiliki gelar sarjana dari UI sekaligus universitas mitra UI di luar negeri? Yuk, berjelajah bersama MinUI di International Class Undergraduate Program Expo 2025. 🤩",129,9,12,2025-11-11,omg pertama minn
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI! 👋🏻, Kamu ingin memiliki gelar sarjana dari UI sekaligus universitas mitra UI di luar negeri? Yuk, berjelajah bersama MinUI di International Class Undergraduate Program Expo 2025. 🤩",129,9,12,2025-11-11,ih udah abis telat banget😔😔
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI! 👋🏻, Kamu ingin memiliki gelar sarjana dari UI sekaligus universitas mitra UI di luar negeri? Yuk, berjelajah bersama MinUI di International Class Undergraduate Program Expo 2025. 🤩",129,9,12,2025-11-11,doa in aku masuk ui uaa🤩💗
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI! 👋🏻, Kamu ingin memiliki gelar sarjana dari UI sekaligus universitas mitra UI di luar negeri? Yuk, berjelajah bersama MinUI di International Class Undergraduate Program Expo 2025. 🤩",129,9,12,2025-11-11,wihh gercep nih bisa keterima ui gakk
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI! 👋🏻, Kamu ingin memiliki gelar sarjana dari UI sekaligus universitas mitra UI di luar negeri? Yuk, berjelajah bersama MinUI di International Class Undergraduate Program Expo 2025. 🤩",129,9,12,2025-11-11,kakk kuota nya gabisa di tambah lagi kaaaaaaah
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 👋🏻

Salah satu rangkaian Kegiatan Awal Mahasiswa Baru (KAMABA) 2025, yaitu Pengenalan Kehidupan Kampus Mahasiswa Baru (PKKMB), baru saja terlaksana! Semoga setiap momen yang sudah dilalui bisa menjadi salah satu kenangan berharga dalam perjalananmu sebagai Mahasiswa UI.",2017,61,177,2025-08-05,alhamdulillah anaku sdh semester 3 di sini prodi sistem informasi
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 👋🏻

Salah satu rangkaian Kegiatan Awal Mahasiswa Baru (KAMABA) 2025, yaitu Pengenalan Kehidupan Kampus Mahasiswa Baru (PKKMB), baru saja terlaksana! Semoga setiap momen yang sudah dilalui bisa menjadi salah satu kenangan berharga dalam perjalananmu sebagai Mahasiswa UI.",2017,61,177,2025-08-05,Ilmu Komputer UI 2026 terima aku yah
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 👋🏻

Salah satu rangkaian Kegiatan Awal Mahasiswa Baru (KAMABA) 2025, yaitu Pengenalan Kehidupan Kampus Mahasiswa Baru (PKKMB), baru saja terlaksana! Semoga setiap momen yang sudah dilalui bisa menjadi salah satu kenangan berharga dalam perjalananmu sebagai Mahasiswa UI.",2017,61,177,2025-08-05,firstt apakah keterima di ui at the futureee?? 😦🫰🏻
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 👋🏻

Salah satu rangkaian Kegiatan Awal Mahasiswa Baru (KAMABA) 2025, yaitu Pengenalan Kehidupan Kampus Mahasiswa Baru (PKKMB), baru saja terlaksana! Semoga setiap momen yang sudah dilalui bisa menjadi salah satu kenangan berharga dalam perjalananmu sebagai Mahasiswa UI.",2017,61,177,2025-08-05,yaallohh semogaa aku bisaa☹️💗
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 👋🏻

Salah satu rangkaian Kegiatan Awal Mahasiswa Baru (KAMABA) 2025, yaitu Pengenalan Kehidupan Kampus Mahasiswa Baru (PKKMB), baru saja terlaksana! Semoga setiap momen yang sudah dilalui bisa menjadi salah satu kenangan berharga dalam perjalananmu sebagai Mahasiswa UI.",2017,61,177,2025-08-05,sayang banget tahun ini gx ada okk🥺
Universitas Indonesia,@univ_indonesia,71500,"Ubur-ubur ikan lele
Masa libur udah kelar leee...🐟

Sobat UI, udah siap belum ni buat balik ke kampus lagi? nugas lagi, ngantin lagi, ngedate bareng doi lagi...Ga sabar pengen ngelaprak dan prepare UAS sampe subuh! hehehe😋

Selamat menempuh semester genap tahun akademik 2024/2025, sobat UI. Mari jalani semester baru dengan semangat dan optimis. ✨",449,13,10,2025-02-03,Semangat ya mba 🥰 ngampus lagi sehat selalu di semester 6
Universitas Indonesia,@univ_indonesia,71500,"Ubur-ubur ikan lele
Masa libur udah kelar leee...🐟

Sobat UI, udah siap belum ni buat balik ke kampus lagi? nugas lagi, ngantin lagi, ngedate bareng doi lagi...Ga sabar pengen ngelaprak dan prepare UAS sampe subuh! hehehe😋

Selamat menempuh semester genap tahun akademik 2024/2025, sobat UI. Mari jalani semester baru dengan semangat dan optimis. ✨",449,13,10,2025-02-03,답장 오네가이시마스 mas😭
Universitas Indonesia,@univ_indonesia,71500,"Ubur-ubur ikan lele
Masa libur udah kelar leee...🐟

Sobat UI, udah siap belum ni buat balik ke kampus lagi? nugas lagi, ngantin lagi, ngedate bareng doi lagi...Ga sabar pengen ngelaprak dan prepare UAS sampe subuh! hehehe😋

Selamat menempuh semester genap tahun akademik 2024/2025, sobat UI. Mari jalani semester baru dengan semangat dan optimis. ✨",449,13,10,2025-02-03,"UI PANGGIL AKU DI SNBP 2025!!!! BISMILLAHIRRAHMANIRRAHIM FEB AKUNTANSI 🥺💛💛💛
"
Universitas Indonesia,@univ_indonesia,71500,"Ubur-ubur ikan lele
Masa libur udah kelar leee...🐟

Sobat UI, udah siap belum ni buat balik ke kampus lagi? nugas lagi, ngantin lagi, ngedate bareng doi lagi...Ga sabar pengen ngelaprak dan prepare UAS sampe subuh! hehehe😋

Selamat menempuh semester genap tahun akademik 2024/2025, sobat UI. Mari jalani semester baru dengan semangat dan optimis. ✨",449,13,10,2025-02-03,"
SEMANGAT SEMESTER 2✨😌
"
Universitas Indonesia,@univ_indonesia,71500,"Ubur-ubur ikan lele
Masa libur udah kelar leee...🐟

Sobat UI, udah siap belum ni buat balik ke kampus lagi? nugas lagi, ngantin lagi, ngedate bareng doi lagi...Ga sabar pengen ngelaprak dan prepare UAS sampe subuh! hehehe😋

Selamat menempuh semester genap tahun akademik 2024/2025, sobat UI. Mari jalani semester baru dengan semangat dan optimis. ✨",449,13,10,2025-02-03,"bismillahirrahmanirrahim""Allahumma sholli ala sayyidina Muhammad🤲🤲💙Allahumma yassir wala tu'assir"
Universitas Indonesia,@univ_indonesia,71500,"Halo Calon Mahasiswa Baru UI 👋🏻 UI Open Days tinggal 3 hari lagi, lho!

Sudah siap belum menikmati keseruan tanggal 3 dan 4 Mei nanti?

Supaya makin semangat, kamu bisa datang ke UI Open Days dan ikut Lomba Reel UI Open Days 2025 juga yaa.. Silakan buat reel yang paling keren dan mention akun @univ_indonesia . Jangan lupa gunakan #UIOpenDays2025 dan #UIOD2025 💕

Hadiah menarik limited edition sudah kami spill di unggahan UI Open Days sebelumnya yaa 😉

Pemenang akan diumumkan tanggal 3 dan 4 di Balairung.

Pastikan kamu yang bawa pulang hadiahnyaa 🎉🎉",916,26,26,2025-04-30,Bismillah jadi maba UI 2027 aminn....
Universitas Indonesia,@univ_indonesia,71500,"Halo Calon Mahasiswa Baru UI 👋🏻 UI Open Days tinggal 3 hari lagi, lho!

Sudah siap belum menikmati keseruan tanggal 3 dan 4 Mei nanti?

Supaya makin semangat, kamu bisa datang ke UI Open Days dan ikut Lomba Reel UI Open Days 2025 juga yaa.. Silakan buat reel yang paling keren dan mention akun @univ_indonesia . Jangan lupa gunakan #UIOpenDays2025 dan #UIOD2025 💕

Hadiah menarik limited edition sudah kami spill di unggahan UI Open Days sebelumnya yaa 😉

Pemenang akan diumumkan tanggal 3 dan 4 di Balairung.

Pastikan kamu yang bawa pulang hadiahnyaa 🎉🎉",916,26,26,2025-04-30,"
ihh pengen ikut tapi jauh😭😭😭"
Universitas Indonesia,@univ_indonesia,71500,"Halo Calon Mahasiswa Baru UI 👋🏻 UI Open Days tinggal 3 hari lagi, lho!

Sudah siap belum menikmati keseruan tanggal 3 dan 4 Mei nanti?

Supaya makin semangat, kamu bisa datang ke UI Open Days dan ikut Lomba Reel UI Open Days 2025 juga yaa.. Silakan buat reel yang paling keren dan mention akun @univ_indonesia . Jangan lupa gunakan #UIOpenDays2025 dan #UIOD2025 💕

Hadiah menarik limited edition sudah kami spill di unggahan UI Open Days sebelumnya yaa 😉

Pemenang akan diumumkan tanggal 3 dan 4 di Balairung.

Pastikan kamu yang bawa pulang hadiahnyaa 🎉🎉",916,26,26,2025-04-30,ITUU YANG MAKARA MERAH PERTAMA HARUS DIUSAHAIN SIHHH MINN😭😭
Universitas Indonesia,@univ_indonesia,71500,"Halo Calon Mahasiswa Baru UI 👋🏻 UI Open Days tinggal 3 hari lagi, lho!

Sudah siap belum menikmati keseruan tanggal 3 dan 4 Mei nanti?

Supaya makin semangat, kamu bisa datang ke UI Open Days dan ikut Lomba Reel UI Open Days 2025 juga yaa.. Silakan buat reel yang paling keren dan mention akun @univ_indonesia . Jangan lupa gunakan #UIOpenDays2025 dan #UIOD2025 💕

Hadiah menarik limited edition sudah kami spill di unggahan UI Open Days sebelumnya yaa 😉

Pemenang akan diumumkan tanggal 3 dan 4 di Balairung.

Pastikan kamu yang bawa pulang hadiahnyaa 🎉🎉",916,26,26,2025-04-30,serius nii ada jurusan kriminologi? Itu urusin dulu kasus akseyna min🤭🤪💋🥵🤤
Universitas Indonesia,@univ_indonesia,71500,"Halo Calon Mahasiswa Baru UI 👋🏻 UI Open Days tinggal 3 hari lagi, lho!

Sudah siap belum menikmati keseruan tanggal 3 dan 4 Mei nanti?

Supaya makin semangat, kamu bisa datang ke UI Open Days dan ikut Lomba Reel UI Open Days 2025 juga yaa.. Silakan buat reel yang paling keren dan mention akun @univ_indonesia . Jangan lupa gunakan #UIOpenDays2025 dan #UIOD2025 💕

Hadiah menarik limited edition sudah kami spill di unggahan UI Open Days sebelumnya yaa 😉

Pemenang akan diumumkan tanggal 3 dan 4 di Balairung.

Pastikan kamu yang bawa pulang hadiahnyaa 🎉🎉",916,26,26,2025-04-30,@univ_indonesia kenapa thn ini jalur mandiri ada ipi nya? 😭😭😭
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 🤩

Kemarin, MinUI berkesempatan untuk bertemu langsung dengan para Mahasiswa Baru UI 2025 dari berbagai fakultas, lho! 🙌🏻 Dan, inilah pendapat mereka tentang KAMABA 2025 yang dideskripsikan hanya dengan satu kata.",608,11,45,2025-08-06,Ilmu Komputer UI 2026 terima aku yah
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 🤩

Kemarin, MinUI berkesempatan untuk bertemu langsung dengan para Mahasiswa Baru UI 2025 dari berbagai fakultas, lho! 🙌🏻 Dan, inilah pendapat mereka tentang KAMABA 2025 yang dideskripsikan hanya dengan satu kata.",608,11,45,2025-08-06,"kakak2 yg masih mencari kost dan butuh penginapan sementara, cek profil kami ya !"
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 🤩

Kemarin, MinUI berkesempatan untuk bertemu langsung dengan para Mahasiswa Baru UI 2025 dari berbagai fakultas, lho! 🙌🏻 Dan, inilah pendapat mereka tentang KAMABA 2025 yang dideskripsikan hanya dengan satu kata.",608,11,45,2025-08-06,F Mipa donk
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 🤩

Kemarin, MinUI berkesempatan untuk bertemu langsung dengan para Mahasiswa Baru UI 2025 dari berbagai fakultas, lho! 🙌🏻 Dan, inilah pendapat mereka tentang KAMABA 2025 yang dideskripsikan hanya dengan satu kata.",608,11,45,2025-08-06,"tunggu aku 2027 yaaa🤲🤲💛
"
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 🤩

Kemarin, MinUI berkesempatan untuk bertemu langsung dengan para Mahasiswa Baru UI 2025 dari berbagai fakultas, lho! 🙌🏻 Dan, inilah pendapat mereka tentang KAMABA 2025 yang dideskripsikan hanya dengan satu kata.",608,11,45,2025-08-06,teknik memang gahar2
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI! 🤩

Siapa, nih, yang sudah jadi Mahasiswa Universitas Indonesia, tapi belum tahu fun fact di setiap fakultas? Yuk, kenal lebih jauh dengan beberapa fakultas yang ada di UI! 💫

Kalau fakultas kamu, apa fun fact yang harus diketahui? Tulis di kolom komentar yaa.. 😉",1093,13,33,2025-09-22,ui terima akuuuu
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI! 🤩

Siapa, nih, yang sudah jadi Mahasiswa Universitas Indonesia, tapi belum tahu fun fact di setiap fakultas? Yuk, kenal lebih jauh dengan beberapa fakultas yang ada di UI! 💫

Kalau fakultas kamu, apa fun fact yang harus diketahui? Tulis di kolom komentar yaa.. 😉",1093,13,33,2025-09-22,kak fisippp🙏🏻🙏🏻🙏🏻
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI! 🤩

Siapa, nih, yang sudah jadi Mahasiswa Universitas Indonesia, tapi belum tahu fun fact di setiap fakultas? Yuk, kenal lebih jauh dengan beberapa fakultas yang ada di UI! 💫

Kalau fakultas kamu, apa fun fact yang harus diketahui? Tulis di kolom komentar yaa.. 😉",1093,13,33,2025-09-22,UI terima aku ya walaupun aku masih lamaa😵‍💫
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI! 🤩

Siapa, nih, yang sudah jadi Mahasiswa Universitas Indonesia, tapi belum tahu fun fact di setiap fakultas? Yuk, kenal lebih jauh dengan beberapa fakultas yang ada di UI! 💫

Kalau fakultas kamu, apa fun fact yang harus diketahui? Tulis di kolom komentar yaa.. 😉",1093,13,33,2025-09-22,Wow seru banget
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI! 🤩

Siapa, nih, yang sudah jadi Mahasiswa Universitas Indonesia, tapi belum tahu fun fact di setiap fakultas? Yuk, kenal lebih jauh dengan beberapa fakultas yang ada di UI! 💫

Kalau fakultas kamu, apa fun fact yang harus diketahui? Tulis di kolom komentar yaa.. 😉",1093,13,33,2025-09-22,"FEB, FIB, FIA, FISIP, Vokasi mana???
"
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI 👋

Pada 19 September lalu, Universitas Indonesia mengambil langkah konkret dalam mendukung perjuangan rakyat Palestina dengan mendirikan UI-Palestine Center. Sebuah lembaga yang hadir untuk mengadvokasi hak-hak warga Palestina.

Apa saja aktivitas UI-Palestine Center? Yuk, mari kita simak unggahan di atas.

Mari bersama kita dukung perjuangan Palestina melalui UI-Palestina Center, karena setiap langkah kita adalah bagian dari perjuangan mereka menuju kebebasan.

",85,10,4,2025-09-21,Bangga dengan UI!
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI 👋

Pada 19 September lalu, Universitas Indonesia mengambil langkah konkret dalam mendukung perjuangan rakyat Palestina dengan mendirikan UI-Palestine Center. Sebuah lembaga yang hadir untuk mengadvokasi hak-hak warga Palestina.

Apa saja aktivitas UI-Palestine Center? Yuk, mari kita simak unggahan di atas.

Mari bersama kita dukung perjuangan Palestina melalui UI-Palestina Center, karena setiap langkah kita adalah bagian dari perjuangan mereka menuju kebebasan.

",85,10,4,2025-09-21,pertama min sapa
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI 👋

Pada 19 September lalu, Universitas Indonesia mengambil langkah konkret dalam mendukung perjuangan rakyat Palestina dengan mendirikan UI-Palestine Center. Sebuah lembaga yang hadir untuk mengadvokasi hak-hak warga Palestina.

Apa saja aktivitas UI-Palestine Center? Yuk, mari kita simak unggahan di atas.

Mari bersama kita dukung perjuangan Palestina melalui UI-Palestina Center, karena setiap langkah kita adalah bagian dari perjuangan mereka menuju kebebasan.

",85,10,4,2025-09-21,KE EMPAT DAPET JALUR UNDANGAN NGGA
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI 👋

Pada 19 September lalu, Universitas Indonesia mengambil langkah konkret dalam mendukung perjuangan rakyat Palestina dengan mendirikan UI-Palestine Center. Sebuah lembaga yang hadir untuk mengadvokasi hak-hak warga Palestina.

Apa saja aktivitas UI-Palestine Center? Yuk, mari kita simak unggahan di atas.

Mari bersama kita dukung perjuangan Palestina melalui UI-Palestina Center, karena setiap langkah kita adalah bagian dari perjuangan mereka menuju kebebasan.

",85,10,4,2025-09-21,"
😳 terimakasih ok 🤣 @sahabatsurgaindonesia aduh kuliah"
Universitas Indonesia,@univ_indonesia,71500,"Halo, Sobat UI 👋

Pada 19 September lalu, Universitas Indonesia mengambil langkah konkret dalam mendukung perjuangan rakyat Palestina dengan mendirikan UI-Palestine Center. Sebuah lembaga yang hadir untuk mengadvokasi hak-hak warga Palestina.

Apa saja aktivitas UI-Palestine Center? Yuk, mari kita simak unggahan di atas.

Mari bersama kita dukung perjuangan Palestina melalui UI-Palestina Center, karena setiap langkah kita adalah bagian dari perjuangan mereka menuju kebebasan.

",85,10,4,2025-09-21,kedua
Universitas Indonesia,@univ_indonesia,71500,"Universitas Indonesia dan PT Pegadaian meresmikan Ruang Kreatif Kompak Guyub Bahagia Pegadaian pada Kamis, 7 Agustus kemarin. Peresmian dihadiri oleh Direktur Utama PT Pegadaian dan Rektor UI.",71,5,3,2025-09-08,disitu ada ka maliqa gk di psikologi
Universitas Indonesia,@univ_indonesia,71500,"Universitas Indonesia dan PT Pegadaian meresmikan Ruang Kreatif Kompak Guyub Bahagia Pegadaian pada Kamis, 7 Agustus kemarin. Peresmian dihadiri oleh Direktur Utama PT Pegadaian dan Rektor UI.",71,5,3,2025-09-08,😂
Universitas Indonesia,@univ_indonesia,71500,"Universitas Indonesia dan PT Pegadaian meresmikan Ruang Kreatif Kompak Guyub Bahagia Pegadaian pada Kamis, 7 Agustus kemarin. Peresmian dihadiri oleh Direktur Utama PT Pegadaian dan Rektor UI.",71,5,3,2025-09-08,😯
Universitas Indonesia,@univ_indonesia,71500,"Universitas Indonesia dan PT Pegadaian meresmikan Ruang Kreatif Kompak Guyub Bahagia Pegadaian pada Kamis, 7 Agustus kemarin. Peresmian dihadiri oleh Direktur Utama PT Pegadaian dan Rektor UI.",71,5,3,2025-09-08,😁
Universitas Indonesia,@univ_indonesia,71500,"Universitas Indonesia dan PT Pegadaian meresmikan Ruang Kreatif Kompak Guyub Bahagia Pegadaian pada Kamis, 7 Agustus kemarin. Peresmian dihadiri oleh Direktur Utama PT Pegadaian dan Rektor UI.",71,5,3,2025-09-08,💐
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 👋🏻

Sudah siap untuk mengikuti rangkaian Kegiatan Mahasiswa Baru (KAMABA)? Yuk, simak baik-baik dan catat informasi berikut!

🎤 Latihan Paduan Suara: Pakaian bebas, tetap sopan, dan nyaman
🗓️ Pembukaan PKKMB, Display UKM, Pengambilan Jaket Kuning, dan Penutupan KAMABA: Pakaian putih atas bawah
📝 Materi PKKMB: Pakaian batik

Informasi lengkap mengenai tanggal untuk setiap rangkaian KAMABA telah disampaikan pada unggahan sebelumnya. Jangan lupa cek kembali, ya!",448,7,21,2025-07-29,bismillah ui 2k26
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 👋🏻

Sudah siap untuk mengikuti rangkaian Kegiatan Mahasiswa Baru (KAMABA)? Yuk, simak baik-baik dan catat informasi berikut!

🎤 Latihan Paduan Suara: Pakaian bebas, tetap sopan, dan nyaman
🗓️ Pembukaan PKKMB, Display UKM, Pengambilan Jaket Kuning, dan Penutupan KAMABA: Pakaian putih atas bawah
📝 Materi PKKMB: Pakaian batik

Informasi lengkap mengenai tanggal untuk setiap rangkaian KAMABA telah disampaikan pada unggahan sebelumnya. Jangan lupa cek kembali, ya!",448,7,21,2025-07-29,ka doain aku semoga aku nanti kuliah bisa masuk UI(FAKULTAS KEDOKTERAN) AMINNNN🤲🤲
Universitas Indonesia,@univ_indonesia,71500,"Halo, Mahasiswa Baru Universitas Indonesia 2025! 👋🏻

Sudah siap untuk mengikuti rangkaian Kegiatan Mahasiswa Baru (KAMABA)? Yuk, simak baik-baik dan catat informasi berikut!

🎤 Latihan Paduan Suara: Pakaian bebas, tetap sopan, dan nyaman
🗓️ Pembukaan PKKMB, Display UKM, Pengambilan Jaket Kuning, dan Penutupan KAMABA: Pakaian putih atas bawah
📝 Materi PKKMB: Pakaian batik

Informasi lengkap mengenai tanggal untuk setiap rangkaian KAMABA telah disampaikan pada unggahan sebelumnya. Jangan lupa cek kembali, ya!",448,7,21,2025-07-29,kak takut kak
